,minute_str,Instrument,mean_ask,mean_bid,cumcashvol,cumvolume,openinterest,is_call,strike,maturity,underly_mean_mid,mean_mid,twap,date_str
16,2024-06-03 21:01,CF2409P14400,190.84444444444443,187.0888888888889,7500.0,8.0,5919.0,0.0,14400.0,70.0,14977.444444444445,188.96666666666667,191.0,2024-06-03
17,2024-06-03 21:01,CF2409P14600,251.6346153846154,248.80769230769232,83790.0,67.0,7955.0,0.0,14600.0,70.0,14977.451923076924,250.22115384615384,248.6346153846154,2024-06-03
18,2024-06-03 21:01,CF2409C14800,501.80555555555554,492.05555555555554,7430.0,3.0,745.0,1.0,14800.0,70.0,14977.569444444445,496.93055555555554,493.0,2024-06-03
19,2024-06-03 21:01,CF2409P14800,325.6595744680851,321.1276595744681,21100.0,13.0,7659.0,0.0,14800.0,70.0,14978.031914893618,323.3936170212766,326.0,2024-06-03
20,2024-06-03 21:01,CF2409C15000,388.8888888888889,383.8888888888889,34770.0,18.0,1306.0,1.0,15000.0,70.0,14977.5,386.3888888888889,386.02222222222224,2024-06-03
21,2024-06-03 21:01,CF2409P15000,415.8775510204082,409.7755102040816,37245.0,18.0,12206.0,0.0,15000.0,70.0,14977.908163265307,412.8265306122449,413.42857142857144,2024-06-03
22,2024-06-03 21:01,CF2409C15200,296.45238095238096,292.26190476190476,20510.0,14.0,2313.0,1.0,15200.0,70.0,14977.5,294.35714285714283,293.0,2024-06-03
23,2024-06-03 21:01,CF2409P15200,520.9464285714286,513.5714285714286,5205.0,2.0,3657.0,0.0,15200.0,70.0,14977.5,517.2589285714286,520.0178571428571,2024-06-03
24,2024-06-03 21:01,CF2409C15400,222.8793103448276,218.55172413793105,5540.0,5.0,5963.0,1.0,15400.0,70.0,14977.413793103447,220.7155172413793,218.0,2024-06-03
25,2024-06-03 21:01,CF2409P15400,644.3421052631579,638.0,12845.0,4.0,5246.0,0.0,15400.0,70.0,14977.828947368422,641.171052631579,642.5263157894736,2024-06-03
26,2024-06-03 21:01,CF2409C15600,169.16666666666666,166.44444444444446,3360.0,4.0,8169.0,1.0,15600.0,70.0,14976.944444444445,167.80555555555554,168.0,2024-06-03
27,2024-06-03 21:01,CF2409P15600,793.4102564102565,783.0,7890.0,2.0,5379.0,0.0,15600.0,70.0,14977.884615384615,788.2051282051282,789.0,2024-06-03
28,2024-06-03 21:01,CF2409C15800,129.04347826086956,127.78260869565217,26990.0,42.0,7759.0,1.0,15800.0,70.0,14976.630434782608,128.41304347826087,128.2608695652174,2024-06-03
29,2024-06-03 21:01,CF2409C16000,107.0,106.0,71565.0,134.0,17812.0,1.0,16000.0,70.0,14977.214285714286,106.5,106.54285714285714,2024-06-03
30,2024-06-03 21:01,CF2409C16200,84.28571428571429,82.71428571428571,7085.0,17.0,12223.0,1.0,16200.0,70.0,14977.67857142857,83.5,83.75,2024-06-03
31,2024-06-03 21:01,CF2409C17000,53.42857142857143,52.142857142857146,1590.0,6.0,34730.0,1.0,17000.0,70.0,14976.785714285714,52.785714285714285,53.0,2024-06-03
32,2024-06-03 21:01,CF2409C18400,27.066666666666666,26.0,445.0,3.0,26913.0,1.0,18400.0,70.0,14977.166666666666,26.533333333333335,29.133333333333333,2024-06-03
33,2024-06-03 21:02,CF2409P13400,50.2,49.0,7945.0,32.0,7920.0,0.0,13400.0,70.0,14975.7,49.6,49.2,2024-06-03
34,2024-06-03 21:02,CF2409P13800,83.12903225806451,81.54838709677419,5705.0,14.0,3956.0,0.0,13800.0,70.0,14976.048387096775,82.33870967741936,82.0,2024-06-03
35,2024-06-03 21:02,CF2409P14000,106.8529411764706,105.70588235294117,89405.0,168.0,10257.0,0.0,14000.0,70.0,14976.323529411764,106.27941176470588,106.79411764705883,2024-06-03
36,2024-06-03 21:02,CF2409P14200,145.11111111111111,142.36111111111111,18540.0,26.0,11449.0,0.0,14200.0,70.0,14976.388888888889,143.73611111111111,144.61111111111111,2024-06-03
37,2024-06-03 21:02,CF2409P14400,191.41304347826087,187.82608695652175,7500.0,8.0,5919.0,0.0,14400.0,70.0,14976.08695652174,189.6195652173913,191.0,2024-06-03
38,2024-06-03 21:02,CF2409P14600,251.953125,248.203125,126260.0,101.0,7989.0,0.0,14600.0,70.0,14976.25,250.078125,249.9375,2024-06-03
39,2024-06-03 21:02,CF2409C14800,499.030303030303,491.45454545454544,7430.0,3.0,745.0,1.0,14800.0,70.0,14975.530303030304,495.24242424242425,493.0,2024-06-03
40,2024-06-03 21:02,CF2409P14800,326.19642857142856,322.23214285714283,42195.0,26.0,7655.0,0.0,14800.0,70.0,14976.07142857143,324.2142857142857,324.9642857142857,2024-06-03
41,2024-06-03 21:02,CF2409C15000,388.53846153846155,383.35897435897436,38630.0,20.0,1306.0,1.0,15000.0,70.0,14976.21794871795,385.94871794871796,385.9230769230769,2024-06-03
42,2024-06-03 21:02,CF2409P15000,416.3,411.8666666666667,82945.0,40.0,12205.0,0.0,15000.0,70.0,14975.666666666666,414.0833333333333,414.68333333333334,2024-06-03
43,2024-06-03 21:02,CF2409C15200,294.95238095238096,291.1190476190476,57150.0,39.0,2307.0,1.0,15200.0,70.0,14976.309523809523,293.0357142857143,293.1904761904762,2024-06-03
44,2024-06-03 21:02,CF2409P15200,520.7631578947369,514.1052631578947,7805.0,3.0,3656.0,0.0,15200.0,70.0,14976.447368421053,517.4342105263158,520.6842105263158,2024-06-03
45,2024-06-03 21:02,CF2409C15400,221.5,218.22222222222223,23105.0,21.0,5963.0,1.0,15400.0,70.0,14975.185185185184,219.86111111111111,218.87037037037038,2024-06-03
46,2024-06-03 21:02,CF2409P15400,644.9024390243902,634.439024390244,22510.0,7.0,5246.0,0.0,15400.0,70.0,14975.792682926829,639.670731707317,643.780487804878,2024-06-03
47,2024-06-03 21:02,CF2409C15600,168.68,166.12,4195.0,5.0,8169.0,1.0,15600.0,70.0,14976.0,167.4,167.58,2024-06-03
48,2024-06-03 21:02,CF2409P15600,793.425,782.525,11855.0,3.0,5379.0,0.0,15600.0,70.0,14976.625,787.975,789.6,2024-06-03
49,2024-06-03 21:02,CF2409C15800,128.84615384615384,126.92307692307692,64020.0,100.0,7817.0,1.0,15800.0,70.0,14976.115384615385,127.88461538461539,127.43076923076923,2024-06-03
50,2024-06-03 21:02,CF2409C16000,107.06060606060606,106.03030303030303,112175.0,210.0,17873.0,1.0,16000.0,70.0,14975.378787878788,106.54545454545455,107.0,2024-06-03
51,2024-06-03 21:02,CF2409C16200,83.10714285714286,81.85714285714286,21945.0,53.0,12223.0,1.0,16200.0,70.0,14976.607142857143,82.48214285714286,82.57142857142857,2024-06-03
52,2024-06-03 21:02,CF2409C16600,61.0,60.0,2415.0,8.0,12507.0,1.0,16600.0,70.0,14976.41304347826,60.5,60.869565217391305,2024-06-03
53,2024-06-03 21:02,CF2409C16800,56.0,55.0,17360.0,62.0,9842.0,1.0,16800.0,70.0,14977.884615384615,55.5,56.0,2024-06-03
54,2024-06-03 21:02,CF2409C17000,53.0,52.0,1855.0,7.0,34731.0,1.0,17000.0,70.0,14977.065217391304,52.5,53.0,2024-06-03
55,2024-06-03 21:02,CF2409C18400,27.0,26.0,1795.0,13.0,26923.0,1.0,18400.0,70.0,14975.833333333334,26.5,27.0,2024-06-03
56,2024-06-03 21:03,CF2409P13400,50.96551724137931,49.37931034482759,8195.0,33.0,7920.0,0.0,13400.0,70.0,14965.431034482759,50.172413793103445,50.0,2024-06-03
57,2024-06-03 21:03,CF2409P13800,84.68571428571428,83.11428571428571,20475.0,49.0,3946.0,0.0,13800.0,70.0,14965.357142857143,83.9,84.05714285714286,2024-06-03
58,2024-06-03 21:03,CF2409P14000,107.39393939393939,106.33333333333333,166480.0,312.0,10384.0,0.0,14000.0,70.0,14965.075757575758,106.86363636363636,107.0,2024-06-03
59,2024-06-03 21:03,CF2409P14200,147.0,144.35555555555555,25740.0,36.0,11449.0,0.0,14200.0,70.0,14965.833333333334,145.67777777777778,144.0,2024-06-03
60,2024-06-03 21:03,CF2409P14400,193.6,190.48888888888888,7500.0,8.0,5919.0,0.0,14400.0,70.0,14965.944444444445,192.04444444444445,191.0,2024-06-03
61,2024-06-03 21:03,CF2409P14600,255.04,250.44,126260.0,101.0,7989.0,0.0,14600.0,70.0,14966.0,252.74,250.0,2024-06-03
62,2024-06-03 21:03,CF2409C14800,494.3125,487.3125,7430.0,3.0,745.0,1.0,14800.0,70.0,14965.625,490.8125,493.0,2024-06-03
63,2024-06-03 21:03,CF2409P14800,330.3103448275862,325.91379310344826,45485.0,28.0,7654.0,0.0,14800.0,70.0,14967.155172413793,328.11206896551727,327.5689655172414,2024-06-03
64,2024-06-03 21:03,CF2409C15000,383.075,378.675,42425.0,22.0,1308.0,1.0,15000.0,70.0,14965.5,380.875,381.1,2024-06-03
65,2024-06-03 21:03,CF2409P15000,421.7741935483871,416.6774193548387,82945.0,40.0,12205.0,0.0,15000.0,70.0,14966.532258064517,419.2258064516129,417.0,2024-06-03
66,2024-06-03 21:03,CF2409C15200,292.09090909090907,287.90909090909093,60030.0,41.0,2307.0,1.0,15200.0,70.0,14968.045454545454,290.0,289.5090909090909,2024-06-03
67,2024-06-03 21:03,CF2409P15200,527.1219512195122,519.609756097561,13040.0,5.0,3654.0,0.0,15200.0,70.0,14966.768292682927,523.3658536585366,524.0731707317074,2024-06-03
68,2024-06-03 21:03,CF2409C15400,218.84615384615384,215.48717948717947,23105.0,21.0,5963.0,1.0,15400.0,70.0,14965.833333333334,217.16666666666666,218.0,2024-06-03
69,2024-06-03 21:03,CF2409P15400,652.3181818181819,642.1818181818181,25745.0,8.0,5246.0,0.0,15400.0,70.0,14966.136363636364,647.25,646.8181818181819,2024-06-03
70,2024-06-03 21:03,CF2409C15600,167.04166666666666,164.13888888888889,6670.0,8.0,8169.0,1.0,15600.0,70.0,14966.875,165.59027777777777,165.66666666666666,2024-06-03
71,2024-06-03 21:03,CF2409P15600,798.4090909090909,789.8181818181819,15855.0,4.0,5379.0,0.0,15600.0,70.0,14967.5,794.1136363636364,794.2727272727273,2024-06-03
72,2024-06-03 21:03,CF2409C15800,128.2608695652174,125.84782608695652,64020.0,100.0,7817.0,1.0,15800.0,70.0,14967.717391304348,127.05434782608695,127.0,2024-06-03
73,2024-06-03 21:03,CF2409C16000,106.51351351351352,105.29729729729729,128075.0,240.0,17893.0,1.0,16000.0,70.0,14967.22972972973,105.9054054054054,106.27027027027027,2024-06-03
74,2024-06-03 21:03,CF2409C16200,82.72727272727273,80.86363636363636,30855.0,75.0,12219.0,1.0,16200.0,70.0,14964.545454545454,81.79545454545455,81.0,2024-06-03
75,2024-06-03 21:03,CF2409C16600,61.0,59.76923076923077,4215.0,14.0,12507.0,1.0,16600.0,70.0,14967.115384615385,60.38461538461539,60.0,2024-06-03
76,2024-06-03 21:03,CF2409C16800,56.0,55.0,17360.0,62.0,9842.0,1.0,16800.0,70.0,14965.681818181818,55.5,56.0,2024-06-03
77,2024-06-03 21:03,CF2409C17000,53.0,52.0,5755.0,22.0,34716.0,1.0,17000.0,70.0,14965.357142857143,52.5,52.92857142857143,2024-06-03
78,2024-06-03 21:03,CF2409C18400,27.0,26.0,1795.0,13.0,26923.0,1.0,18400.0,70.0,14966.136363636364,26.5,27.0,2024-06-03
79,2024-06-03 21:04,CF2409P13400,50.46153846153846,49.333333333333336,13195.0,53.0,7930.0,0.0,13400.0,70.0,14973.397435897436,49.8974358974359,50.0,2024-06-03
80,2024-06-03 21:04,CF2409P13600,65.0,63.3,21830.0,69.0,3333.0,0.0,13600.0,70.0,14973.833333333334,64.15,63.7,2024-06-03
81,2024-06-03 21:04,CF2409P13800,83.16949152542372,81.84745762711864,21720.0,52.0,3946.0,0.0,13800.0,70.0,14973.686440677966,82.50847457627118,83.38983050847457,2024-06-03
82,2024-06-03 21:04,CF2409P14000,107.58823529411765,106.02941176470588,166480.0,312.0,10384.0,0.0,14000.0,70.0,14973.529411764706,106.80882352941177,108.0,2024-06-03
83,2024-06-03 21:04,CF2409P14200,145.20338983050848,142.54237288135593,26450.0,37.0,11449.0,0.0,14200.0,70.0,14973.347457627118,143.8728813559322,142.88135593220338,2024-06-03
84,2024-06-03 21:04,CF2409P14400,191.28787878787878,188.54545454545453,21750.0,23.0,5924.0,0.0,14400.0,70.0,14973.181818181818,189.91666666666666,190.15151515151516,2024-06-03
85,2024-06-03 21:04,CF2409P14600,252.41333333333333,247.84,143695.0,115.0,7990.0,0.0,14600.0,70.0,14973.233333333334,250.12666666666667,249.29333333333332,2024-06-03
86,2024-06-03 21:04,CF2409C14800,497.24,489.44,7430.0,3.0,745.0,1.0,14800.0,70.0,14972.9,493.34,493.0,2024-06-03
87,2024-06-03 21:04,CF2409P14800,327.17333333333335,322.46666666666664,58545.0,36.0,7654.0,0.0,14800.0,70.0,14973.566666666668,324.82,325.16,2024-06-03
88,2024-06-03 21:04,CF2409C15000,386.55696202531647,382.0632911392405,65390.0,34.0,1317.0,1.0,15000.0,70.0,14973.132911392406,384.3101265822785,382.0759493670886,2024-06-03
89,2024-06-03 21:04,CF2409P15000,417.5857142857143,412.4714285714286,95405.0,46.0,12205.0,0.0,15000.0,70.0,14973.42857142857,415.0285714285714,415.98571428571427,2024-06-03
90,2024-06-03 21:04,CF2409C15200,293.4949494949495,289.9191919191919,62935.0,43.0,2308.0,1.0,15200.0,70.0,14973.308080808081,291.7070707070707,288.26262626262627,2024-06-03
91,2024-06-03 21:04,CF2409P15200,522.2941176470588,516.3921568627451,18240.0,7.0,3654.0,0.0,15200.0,70.0,14973.676470588236,519.343137254902,520.5882352941177,2024-06-03
92,2024-06-03 21:04,CF2409C15400,221.04166666666666,217.01388888888889,37345.0,34.0,5963.0,1.0,15400.0,70.0,14973.125,219.02777777777777,218.86111111111111,2024-06-03
93,2024-06-03 21:04,CF2409P15400,646.3148148148148,636.8888888888889,28975.0,9.0,5246.0,0.0,15400.0,70.0,14973.24074074074,641.6018518518518,646.7962962962963,2024-06-03
94,2024-06-03 21:04,CF2409C15600,167.8695652173913,164.9673913043478,9160.0,11.0,8169.0,1.0,15600.0,70.0,14972.717391304348,166.41847826086956,165.2173913043478,2024-06-03
95,2024-06-03 21:04,CF2409P15600,796.578947368421,785.1315789473684,55405.0,14.0,5389.0,0.0,15600.0,70.0,14973.552631578947,790.8552631578947,792.1842105263158,2024-06-03
96,2024-06-03 21:04,CF2409C15800,127.93442622950819,126.54098360655738,64020.0,100.0,7817.0,1.0,15800.0,70.0,14973.155737704918,127.23770491803279,127.0,2024-06-03
97,2024-06-03 21:04,CF2409C16000,106.0,105.0,140265.0,263.0,17912.0,1.0,16000.0,70.0,14973.214285714286,105.5,106.0,2024-06-03
98,2024-06-03 21:04,CF2409C16200,82.625,81.0,30855.0,75.0,12219.0,1.0,16200.0,70.0,14973.0,81.8125,81.0,2024-06-03
99,2024-06-03 21:04,CF2409C16400,68.83333333333333,67.0,1700.0,5.0,11898.0,1.0,16400.0,70.0,14973.888888888889,67.91666666666667,68.0,2024-06-03
100,2024-06-03 21:04,CF2409C16600,60.416666666666664,59.0,17490.0,59.0,12497.0,1.0,16600.0,70.0,14973.055555555555,59.708333333333336,59.0,2024-06-03
101,2024-06-03 21:04,CF2409C16800,55.94117647058823,54.88235294117647,32485.0,117.0,9852.0,1.0,16800.0,70.0,14973.382352941177,55.411764705882355,55.76470588235294,2024-06-03
102,2024-06-03 21:04,CF2409C17000,53.0,52.0,16445.0,63.0,34709.0,1.0,17000.0,70.0,14973.552631578947,52.5,52.3421052631579,2024-06-03
103,2024-06-03 21:04,CF2409C18000,31.5,30.0,3875.0,25.0,6540.0,1.0,18000.0,70.0,14972.5,30.75,31.0,2024-06-03
104,2024-06-03 21:04,CF2409C18400,27.0,26.0,2055.0,15.0,26924.0,1.0,18400.0,70.0,14971.875,26.5,26.75,2024-06-03
105,2024-06-03 21:05,CF2409P13400,50.1063829787234,49.0,14945.0,60.0,7930.0,0.0,13400.0,70.0,14970.904255319148,49.5531914893617,50.0,2024-06-03
106,2024-06-03 21:05,CF2409P13600,64.51162790697674,63.0,24720.0,78.0,3336.0,0.0,13600.0,70.0,14970.406976744185,63.75581395348837,63.651162790697676,2024-06-03
107,2024-06-03 21:05,CF2409P13800,83.54761904761905,81.73809523809524,21720.0,52.0,3946.0,0.0,13800.0,70.0,14969.047619047618,82.64285714285714,83.0,2024-06-03
108,2024-06-03 21:05,CF2409P14000,107.2394366197183,106.0,172890.0,324.0,10396.0,0.0,14000.0,70.0,14971.091549295774,106.61971830985915,107.4225352112676,2024-06-03
109,2024-06-03 21:05,CF2409C14200,916.0,897.7307692307693,4540.0,1.0,186.0,1.0,14200.0,70.0,14966.153846153846,906.8653846153846,908.0,2024-06-03
110,2024-06-03 21:05,CF2409P14200,145.42696629213484,142.5056179775281,44385.0,62.0,11472.0,0.0,14200.0,70.0,14970.252808988764,143.96629213483146,143.34831460674158,2024-06-03
111,2024-06-03 21:05,CF2409C14400,760.8518518518518,748.8518518518518,3760.0,1.0,321.0,1.0,14400.0,70.0,14965.925925925925,754.8518518518518,752.0,2024-06-03
112,2024-06-03 21:05,CF2409P14400,191.45945945945945,188.3783783783784,31250.0,33.0,5928.0,0.0,14400.0,70.0,14971.486486486487,189.9189189189189,190.0,2024-06-03
113,2024-06-03 21:05,CF2409C14600,617.3333333333334,608.6666666666666,3045.0,1.0,586.0,1.0,14600.0,70.0,14965.833333333334,613.0,609.0,2024-06-03
114,2024-06-03 21:05,CF2409P14600,253.27380952380952,247.97619047619048,268195.0,215.0,7890.0,0.0,14600.0,70.0,14969.672619047618,250.625,249.0,2024-06-03
115,2024-06-03 21:05,CF2409C14800,495.1951219512195,487.780487804878,34405.0,14.0,756.0,1.0,14800.0,70.0,14970.426829268292,491.4878048780488,489.6829268292683,2024-06-03
116,2024-06-03 21:05,CF2409P14800,328.09302325581393,323.63953488372096,60170.0,37.0,7655.0,0.0,14800.0,70.0,14970.755813953489,325.8662790697674,325.0,2024-06-03
117,2024-06-03 21:05,CF2409C15000,384.6164383561644,379.5753424657534,97790.0,51.0,1330.0,1.0,15000.0,70.0,14970.547945205479,382.09589041095893,381.82191780821915,2024-06-03
118,2024-06-03 21:05,CF2409P15000,419.20338983050846,412.5593220338983,105790.0,51.0,12205.0,0.0,15000.0,70.0,14970.296610169491,415.8813559322034,416.6101694915254,2024-06-03
119,2024-06-03 21:05,CF2409C15200,291.84415584415586,288.0,93035.0,64.0,2329.0,1.0,15200.0,70.0,14969.642857142857,289.9220779220779,289.57142857142856,2024-06-03
120,2024-06-03 21:05,CF2409P15200,524.1311475409836,517.4918032786885,18240.0,7.0,3654.0,0.0,15200.0,70.0,14970.942622950819,520.811475409836,520.0,2024-06-03
121,2024-06-03 21:05,CF2409C15400,219.83333333333334,215.14102564102564,68480.0,63.0,5963.0,1.0,15400.0,70.0,14970.25641025641,217.48717948717947,215.97435897435898,2024-06-03
122,2024-06-03 21:05,CF2409P15400,649.2261904761905,639.9285714285714,35435.0,11.0,5246.0,0.0,15400.0,70.0,14969.583333333334,644.577380952381,646.0,2024-06-03
123,2024-06-03 21:05,CF2409C15600,166.47252747252747,164.23076923076923,12455.0,15.0,8169.0,1.0,15600.0,70.0,14970.384615384615,165.35164835164835,164.4945054945055,2024-06-03
124,2024-06-03 21:05,CF2409P15600,798.6,787.1111111111111,59365.0,15.0,5389.0,0.0,15600.0,70.0,14969.944444444445,792.8555555555556,791.6222222222223,2024-06-03
125,2024-06-03 21:05,CF2409C15800,127.3265306122449,125.54081632653062,69735.0,109.0,7817.0,1.0,15800.0,70.0,14970.15306122449,126.43367346938776,127.0,2024-06-03
126,2024-06-03 21:05,CF2409C16000,106.38983050847457,105.16949152542372,174985.0,329.0,17978.0,1.0,16000.0,70.0,14971.313559322034,105.77966101694915,105.55932203389831,2024-06-03
127,2024-06-03 21:05,CF2409C16200,82.31372549019608,80.3921568627451,34895.0,85.0,12219.0,1.0,16200.0,70.0,14969.607843137255,81.3529411764706,80.86274509803921,2024-06-03
128,2024-06-03 21:05,CF2409C16400,68.38775510204081,66.77551020408163,5385.0,16.0,11898.0,1.0,16400.0,70.0,14970.612244897959,67.58163265306122,67.59183673469387,2024-06-03
129,2024-06-03 21:05,CF2409C16600,60.0,58.81578947368421,32490.0,109.0,12497.0,1.0,16600.0,70.0,14972.236842105263,59.4078947368421,59.73684210526316,2024-06-03
130,2024-06-03 21:05,CF2409C16800,56.0,54.857142857142854,32485.0,117.0,9852.0,1.0,16800.0,70.0,14968.690476190477,55.42857142857143,55.0,2024-06-03
131,2024-06-03 21:05,CF2409C17000,52.43181818181818,51.40909090909091,25525.0,98.0,34727.0,1.0,17000.0,70.0,14970.0,51.92045454545455,52.04545454545455,2024-06-03
132,2024-06-03 21:05,CF2409C17800,33.0,31.555555555555557,640.0,4.0,4261.0,1.0,17800.0,70.0,14966.388888888889,32.27777777777778,32.0,2024-06-03
133,2024-06-03 21:05,CF2409C18000,31.53846153846154,29.692307692307693,10325.0,68.0,6540.0,1.0,18000.0,70.0,14966.923076923076,30.615384615384617,30.23076923076923,2024-06-03
134,2024-06-03 21:05,CF2409C18200,30.0,28.0,3000.0,20.0,5838.0,1.0,18200.0,70.0,14967.5,29.0,30.0,2024-06-03
135,2024-06-03 21:05,CF2409C18400,27.0,26.0,2720.0,20.0,26928.0,1.0,18400.0,70.0,14968.214285714286,26.5,26.214285714285715,2024-06-03
136,2024-06-03 21:06,CF2409P13400,50.0,48.87096774193548,16195.0,65.0,7931.0,0.0,13400.0,70.0,14973.951612903225,49.435483870967744,50.0,2024-06-03
137,2024-06-03 21:06,CF2409P13600,64.0,63.0,24720.0,78.0,3336.0,0.0,13600.0,70.0,14973.7,63.5,65.0,2024-06-03
138,2024-06-03 21:06,CF2409P13800,82.64285714285714,80.17857142857143,38020.0,92.0,3976.0,0.0,13800.0,70.0,14973.75,81.41071428571429,81.53571428571429,2024-06-03
139,2024-06-03 21:06,CF2409P14000,106.14583333333333,104.66666666666667,198230.0,372.0,10407.0,0.0,14000.0,70.0,14973.645833333334,105.40625,105.89583333333333,2024-06-03
140,2024-06-03 21:06,CF2409C14200,922.7352941176471,904.8235294117648,4540.0,1.0,186.0,1.0,14200.0,70.0,14973.088235294117,913.7794117647059,908.0,2024-06-03
141,2024-06-03 21:06,CF2409P14200,144.2156862745098,141.84313725490196,52205.0,73.0,11482.0,0.0,14200.0,70.0,14974.460784313726,143.02941176470588,142.23529411764707,2024-06-03
142,2024-06-03 21:06,CF2409C14400,766.8958333333334,754.125,3760.0,1.0,321.0,1.0,14400.0,70.0,14973.4375,760.5104166666666,752.0,2024-06-03
143,2024-06-03 21:06,CF2409P14400,190.30434782608697,186.7826086956522,40700.0,43.0,5928.0,0.0,14400.0,70.0,14974.021739130434,188.54347826086956,189.04347826086956,2024-06-03
144,2024-06-03 21:06,CF2409C14600,626.8301886792453,611.5471698113207,33945.0,11.0,576.0,1.0,14600.0,70.0,14973.537735849057,619.188679245283,617.8301886792453,2024-06-03
145,2024-06-03 21:06,CF2409P14600,250.55223880597015,245.23880597014926,268195.0,215.0,7890.0,0.0,14600.0,70.0,14973.84328358209,247.8955223880597,249.0,2024-06-03
146,2024-06-03 21:06,CF2409C14800,497.72,488.04,34405.0,14.0,756.0,1.0,14800.0,70.0,14973.9,492.88,485.0,2024-06-03
147,2024-06-03 21:06,CF2409P14800,325.4406779661017,322.6271186440678,144655.0,89.0,7706.0,0.0,14800.0,70.0,14973.940677966102,324.03389830508473,324.6101694915254,2024-06-03
148,2024-06-03 21:06,CF2409C15000,385.97391304347826,381.17391304347825,101625.0,53.0,1330.0,1.0,15000.0,70.0,14973.41304347826,383.5739130434783,382.5130434782609,2024-06-03
149,2024-06-03 21:06,CF2409P15000,415.8536585365854,411.0,126440.0,61.0,12215.0,0.0,15000.0,70.0,14974.573170731708,413.4268292682927,417.1463414634146,2024-06-03
150,2024-06-03 21:06,CF2409C15200,290.375,288.2291666666667,213205.0,147.0,2369.0,1.0,15200.0,70.0,14973.541666666666,289.3020833333333,289.5,2024-06-03
151,2024-06-03 21:06,CF2409P15200,520.4038461538462,514.25,18240.0,7.0,3654.0,0.0,15200.0,70.0,14973.653846153846,517.3269230769231,520.0,2024-06-03
152,2024-06-03 21:06,CF2409C15400,220.36065573770492,215.88524590163934,84820.0,78.0,5963.0,1.0,15400.0,70.0,14973.893442622952,218.12295081967213,219.14754098360655,2024-06-03
153,2024-06-03 21:06,CF2409P15400,644.4615384615385,636.6769230769231,35435.0,11.0,5246.0,0.0,15400.0,70.0,14974.346153846154,640.5692307692308,646.0,2024-06-03
154,2024-06-03 21:06,CF2409C15600,166.88,164.24,36330.0,44.0,8169.0,1.0,15600.0,70.0,14973.7,165.56,164.66,2024-06-03
155,2024-06-03 21:06,CF2409P15600,796.0,783.6,59365.0,15.0,5389.0,0.0,15600.0,70.0,14973.9,789.8,792.0,2024-06-03
